freq,unit,sex,age,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,NR,F,TOTAL,DE24	549595 	556602 	560723 	565197 	567812 	569943 	572562 	573850 	573805 	573609 	573552 	572798 	572732 	571985 	570299 	568686 	565860 	562249 	559147 	555392 	551894 	548024 b	545351 	543183 	541330 	540140 	540054 	540590 	542109 	541719 	540590 	538829 	538364 	534392 b	534575 
A,NR,F,TOTAL,DE25	813667 	827968 	837863 	846008 	850917 	853942 	857095 	859877 	861282 	861379 	863463 	866319 	870392 	872694 	873909 	875222 	876846 	876293 	876444 	875127 	873906 	863107 b	865770 	869359 	872612 	875727 	883605 	888963 	892870 	897331 	899524 	899984 	900424 	904136 b	906737 
A,NR,F,TOTAL,DE26	634105 	644015 	650906 	658018 	663375 	667480 	672102 	674671 	676873 	677411 	679708 	680885 	683256 	684622 	684630 	684588 	682701 	680507 	678802 	675115 	671759 	663533 b	661343 	659725 	659140 	658847 	660446 	661728 	663059 	664228 	664742 	664875 	666153 	663770 b	664518 
A,NR,F,TOTAL,DE27	823142 	838179 	850008 	862325 	870347 	875423 	881142 	884922 	887273 	888708 	892733 	896415 	902603 	906974 	909940 	911929 	912904 	910754 	910672 	908846 	907337 	906527 b	907142 	909812 	914422 	920316 	928735 	934696 	941655 	948237 	953823 	957612 	963188 	957802 b	964794 
A,NR,F,TOTAL,DE3	1786824 	1803126 	1805781 	1809278 	1810408 	1803361 	1797140 	1785708 	1766289 	1750304 	1742092 	1738635 	1740265 	1740954 	1737274 	1734771 	1735546 	1738284 	1744029 	1751173 	1756419 	1686576 b	1708234 	1730771 	1752038 	1773631 	1793498 	1819130 	1837228 	1852025 	1865218 	1862050 	1869646 	1854953 b	1865972 
A,NR,F,TOTAL,DE30	1786824 	1803126 	1805781 	1809278 	1810408 	1803361 	1797140 	1785708 	1766289 	1750304 	1742092 	1738635 	1740265 	1740954 	1737274 	1734771 	1735546 	1738284 	1744029 	1751173 	1756419 	1686576 b	1708234 	1730771 	1752038 	1773631 	1793498 	1819130 	1837228 	1852025 	1865218 	1862050 	1869646 	1854953 b	1865972 
A,NR,F,TOTAL,DE4	1359813 	1331854 	1310940 	1304274 	1297963 	1293943 	1293717 	1297228 	1306095 	1313857 	1318898 	1318530 	1312548 	1306234 	1301523 	1297357 	1292551 	1286122 	1279755 	1273181 	1267424 	1250195 b	1245991 	1244151 	1243753 	1247398 	1256543 	1262965 	1268069 	1272457 	1277962 	1283021 	1287543 	1294449 b	1297200 
A,NR,F,TOTAL,DE40	1359813 	1331854 	1310940 	1304274 	1297963 	1293943 	1293717 	1297228 	1306095 	1313857 	1318898 	1318530 	1312548 	1306234 	1301523 	1297357 	1292551 	1286122 	1279755 	1273181 	1267424 	1250195 b	1245991 	1244151 	1243753 	1247398 	1256543 	1262965 	1268069 	1272457 	1277962 	1283021 	1287543 	1294449 b	1297200 
A,NR,F,TOTAL,DE5	353002 	355431 	355462 	355858 	354190 	352697 	352434 	351129 	348944 	345937 	343635 	341958 	341264 	342158 	342314 	342007 	341989 	341676 	341178 	340052 	339489 	335399 b	335122 	335709 	336203 	337465 	340594 	343279 	344367 	344951 	344201 	343740 	342144 	352498 b	355511 
A,NR,F,TOTAL,DE50	353002 	355431 	355462 	355858 	354190 	352697 	352434 	351129 	348944 	345937 	343635 	341958 	341264 	342158 	342314 	342007 	341989 	341676 	341178 	340052 	339489 	335399 b	335122 	335709 	336203 	337465 	340594 	343279 	344367 	344951 	344201 	343740 	342144 	352498 b	355511 
A,NR,F,TOTAL,DE6	859053 	867875 	873630 	879216 	884634 	885430 	885278 	884085 	881551 	878550 	880049 	884167 	888637 	889800 	891496 	891250 	894160 	898050 	904770 	906179 	907601 	880976 b	886123 	893026 	898396 	905345 	914346 	924149 	933377 	939131 	943279 	945545 	946253 	938138 b	945342 
A,NR,F,TOTAL,DE60	859053 	867875 	873630 	879216 	884634 	885430 	885278 	884085 	881551 	878550 	880049 	884167 	888637 	889800 	891496 	891250 	894160 	898050 	904770 	906179 	907601 	880976 b	886123 	893026 	898396 	905345 	914346 	924149 	933377 	939131 	943279 	945545 	946253 	938138 b	945342 
A,NR,F,TOTAL,DE7	2919239 	2959622 	2990053 	3024329 	3043962 	3053424 	3067830 	3077516 	3080066 	3080579 	3087227 	3094637 	3099994 	3107053 	3107917 	3111222 	3109204 	3102355 	3099909 	3094506 	3091175 	3058600 b	3066143 	3073447 	3082826 	3102136 	3128442 	3146131 	3161626 	3172765 	3182820 	3184746 	3186428 	3165950 b	3176193 
A,NR,F,TOTAL,DE71	1801645 	1822581 	1841312 	1861313 	1871260 	1872859 	1880019 	1885883 	1887445 	1889349 	1895720 	1904000 	1909223 	1917008 	1919422 	1924871 	1926647 	1925695 	1928960 	1930032 	1933209 	1914778 b	1926205 	1937438 	1949875 	1968171 	1989476 	2003338 	2017240 	2027470 	2037152 	2040584 	2041215 	2031469 b	2039967 
A,NR,F,TOTAL,DE72	504036 	513360 	519160 	526175 	530796 	534337 	537597 	539879 	540309 	539980 	541383 	541652 	542323 	542852 	542914 	542257 	541067 	539508 	537164 	534769 	532215 	525376 b	524192 	522455 	521551 	523148 	525751 	527950 	529315 	530060 	530659 	530444 	531712 	526613 b	527901 
A,NR,F,TOTAL,DE73	613558 	623681 	629581 	636841 	641906 	646228 	650214 	651754 	652312 	651250 	650124 	648985 	648448 	647193 	645581 	644094 	641490 	637152 	633785 	629705 	625751 	618446 b	615746 	613554 	611400 	610817 	613215 	614843 	615071 	615235 	615009 	613718 	613501 	607868 b	608325 
A,NR,F,TOTAL,DE8	1006024 	989048 	970938 	953870 	941068 	932862 	926548 	921916 	916702 	911161 	905707 	898005 	889648 	880765 	873977 	867510 	861049 	854201 	846937 	839232 	833097 	819043 b	815264 	812223 	810174 	811193 	814530 	815207 	816246 	816036 	815526 	817237 	817717 	805327 b	805379 
A,NR,F,TOTAL,DE80	1006024 	989048 	970938 	953870 	941068 	932862 	926548 	921916 	916702 	911161 	905707 	898005 	889648 	880765 	873977 	867510 	861049 	854201 	846937 	839232 	833097 	819043 b	815264 	812223 	810174 	811193 	814530 	815207 	816246 	816036 	815526 	817237 	817717 	805327 b	805379 
A,NR,F,TOTAL,DE9	3757207 	3799200 	3839264 	3884578 	3921190 	3953520 	3983833 	3999570 	4013931 	4022223 	4037126 	4050197 	4063108 	4073516 	4078202 	4081534 	4075988 	4067900 	4060139 	4046192 	4034188 	3977577 b	3970369 	3967993 	3968682 	3980650 	4011201 	4022289 	4030899 	4039205 	4046037 	4051965 	4064084 	4050548 b	4056992 
A,NR,F,TOTAL,DE91	834521 	844442 	851412 	857823 	860224 	862068 	861996 	860652 	858440 	855810 	855378 	854189 	853019 	851775 	849452 	846860 	842381 	837569 	833034 	827224 	823117 	807916 b	804858 	802757 	801505 	802293 	806889 	806416 	806010 	805991 	805050 	802917 	803295 	804168 b	804423 
A,NR,F,TOTAL,DE92	1060450 	1071917 	1080763 	1092151 	1097954 	1102406 	1106054 	1109083 	1110703 	1109395 	1110742 	1113240 	1115287 	1116729 	1115809 	1115388 	1113285 	1111117 	1108814 	1104468 	1100048 	1079377 b	1077718 	1077342 	1077719 	1080901 	1087770 	1092162 	1093753 	1095238 	1094833 	1094459 	1095233 	1081186 b	1082278 
A,NR,F,TOTAL,DE93	749988 	760329 	770314 	781312 	794341 	804202 	814398 	821664 	829514 	836750 	844145 	850608 	855988 	860509 	863630 	866129 	866332 	865305 	864118 	861597 	859796 	852345 b	850141 	849540 	850143 	852997 	859471 	861785 	864237 	866828 	869760 	873247 	877972 	872553 b	874271 
A,NR,F,TOTAL,DE94	1112248 	1122512 	1136775 	1153292 	1168671 	1184844 	1201385 	1208171 	1215274 	1220268 	1226861 	1232160 	1238814 	1244503 	1249311 	1253157 	1253990 	1253909 	1254173 	1252903 	1251227 	1237939 b	1237652 	1238354 	1239315 	1244459 	1257071 	1261926 	1266899 	1271148 	1276394 	1281342 	1287584 	1292641 b	1296020 
A,NR,F,TOTAL,DEA	8876473 	8982166 	9048445 	9117173 	9151813 	9176338 	9208834 	9232494 	9245106 	9241703 	9250010 	9253209 	9269740 	9277682 	9276568 	9272097 	9260917 	9241400 	9221824 	9186645 	9153069 	9028675 b	9019560 	9014270 	9012888 	9032095 	9097497 	9113340 	9124555 	9134020 	9141247 	9130682 	9129058 	9147311 b	9158484 
A,NR,F,TOTAL,DEA1	2698530 	2720813 	2732564 	2745982 	2744515 	2741807 	2741195 	2739671 	2735671 	2726359 	2723021 	2717247 	2716855 	2712910 	2710038 	2705348 	2698673 	2692468 	2686829 	2677058 	2666739 	2629926 b	2626034 	2624898 	2625494 	2631003 	2650554 	2657975 	2662014 	2663595 	2666184 	2661856 	2659554 	2672505 b	2675839 
A,NR,F,TOTAL,DEA2	2046971 	2073615 	2091280 	2110283 	2122644 	2132564 	2144919 	2158754 	2169299 	2175272 	2181221 	2190239 	2203320 	2213618 	2222344 	2229384 	2237394 	2239037 	2241920 	2239169 	2237162 	2200708 b	2206465 	2213105 	2219854 	2230860 	2251241 	2261227 	2268245 	2275729 	2280537 	2280145 	2280000 	2269105 b	2274795 
A,NR,F,TOTAL,DEA3	1258793 	1276057 	1288780 	1301127 	1308108 	1313112 	1320044 	1326221 	1330304 	1333096 	1337209 	1339131 	1342480 	1345015 	1345099 	1344175 	1342669 	1340313 	1337776 	1333191 	1328977 	1316067 b	1316888 	1315661 	1314742 	1316386 	1326645 	1329627 	1330656 	1332195 	1333435 	1333248 	1336755 	1343952 b	1348008 
A,NR,F,TOTAL,DEA4	963026 	983651 	997531 	1010552 	1019728 	1027882 	1038416 	1044488 	1049126 	1051392 	1054366 	1057579 	1060864 	1063151 	1064107 	1063716 	1061667 	1059043 	1055046 	1050128 	1045649 	1040318 b	1036947 	1034785 	1032779 	1033603 	1041158 	1040785 	1041141 	1041478 	1041615 	1040816 	1041703 	1048042 b	1047965 
A,NR,F,TOTAL,DEA5	1909153 	1928030 	1938290 	1949229 	1956818 	1960973 	1964260 	1963360 	1960706 	1955584 	1954193 	1949013 	1946221 	1942988 	1934980 	1929474 	1920514 	1910539 	1900253 	1887099 	1874542 	1841656 b	1833226 	1825821 	1820019 	1820243 	1827899 	1823726 	1822499 	1821023 	1819476 	1814617 	1811046 	1813707 b	1811877 
A,NR,F,TOTAL,DEB	1912918 	1938195 	1962394 	1988024 	2008144 	2021249 	2034018 	2043379 	2049732 	2052702 	2055512 	2057743 	2063389 	2066396 	2069555 	2069130 	2068595 	2065307 	2060955 	2051320 	2042010 	2042867 b	2038409 	2036117 	2035389 	2041047 	2053470 	2059550 	2062556 	2067268 	2070899 	2072286 	2076162 	2080608 b	2084317 
A,NR,F,TOTAL,DEB1	712187 	722514 	731796 	741810 	750031 	756578 	762857 	767114 	770316 	772162 	774026 	775840 	778100 	778928 	780010 	779222 	776038 	772104 	768483 	763945 	758736 	759191 b	755602 	752920 	751269 	751647 	754562 	756234 	756225 	757413 	758168 	759354 	760268 	771217 b	772257 
A,NR,F,TOTAL,DEB2	246627 	248964 	251089 	253443 	255558 	257193 	258607 	259516 	260075 	260750 	261334 	261389 	261867 	262182 	262363 	262225 	261877 	263211 	263158 	262665 	261725 	264555 b	264166 	263605 	263487 	264198 	267078 	265854 	266145 	266763 	267549 	268003 	269053 	263872 b	264341 
A,NR,F,TOTAL,DEB3	954104 	966717 	979509 	992771 	1002555 	1007478 	1012554 	1016749 	1019341 	1019790 	1020152 	1020514 	1023422 	1025286 	1027182 	1027683 	1030680 	1029992 	1029314 	1024710 	1021549 	1019121 b	1018641 	1019592 	1020633 	1025202 	1031830 	1037462 	1040186 	1043092 	1045182 	1044929 	1046841 	1045519 b	1047719 
A,NR,F,TOTAL,DEC	552018 	554927 	556464 	558817 	558939 	558769 	558795 	558592 	556756 	553782 	552242 	550475 	549038 	547887 	545735 	542957 	539934 	535947 	532519 	529139 	524980 	515961 b	513251 	510729 	508284 	506436 	506966 	507235 	506292 	504350 	502468 	500990 	499909 	514933 b	514918 
A,NR,F,TOTAL,DEC0	552018 	554927 	556464 	558817 	558939 	558769 	558795 	558592 	556756 	553782 	552242 	550475 	549038 	547887 	545735 	542957 	539934 	535947 	532519 	529139 	524980 	515961 b	513251 	510729 	508284 	506436 	506966 	507235 	506292 	504350 	502468 	500990 	499909 	514933 b	514918 
A,NR,F,TOTAL,DED	2583189 	2519567 	2469488 	2439714 	2413876 	2392046 	2372006 	2354368 	2338244 	2319243 	2300960 	2280905 	2257469 	2236562 	2218669 	2204463 	2190514 	2176019 	2159396 	2143628 	2129281 	2084729 b	2076004 	2071700 	2067221 	2067667 	2073290 	2071792 	2071094 	2068318 	2065249 	2057915 	2050118 	2060017 b	2058297 
A,NR,F,TOTAL,DED2	: 	: 	: 	: 	: 	915935 	910243 	904578 	898797 	892248 	885706 	878714 	869699 	862141 	856107 	851613 	847737 	844061 	838645 	833525 	829207 	813227 b	810691 	809823 	808813 	808495 	809973 	809025 	808223 	807540 	806851 	803723 	800537 	806492 b	805268 
A,NR,F,TOTAL,DED4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	773425 b	765631 	759553 	752937 	748578 	746175 	740704 	735684 	730636 	725419 	718959 	712659 	712918 b	711003 
A,NR,F,TOTAL,DED5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	498077 b	499682 	502324 	505471 	510594 	517142 	522063 	527187 	530142 	532979 	535233 	536922 	540607 b	542026 
A,NR,F,TOTAL,DEE	1544039 	1504100 	1473720 	1453755 	1440284 	1427086 	1413497 	1403068 	1390490 	1375982 	1361635 	1344116 	1324898 	1307079 	1292420 	1277547 	1263996 	1248314 	1232520 	1216189 	1202470 	1175203 b	1164026 	1154497 	1145944 	1139751 	1138781 	1133798 	1128205 	1121642 	1114920 	1108089 	1102110 	1097533 b	1092316 
A,NR,F,TOTAL,DEE0	1544039 	1504100 	1473720 	1453755 	1440284 	1427086 	1413497 	1403068 	1390490 	1375982 	1361635 	1344116 	1324898 	1307079 	1292420 	1277547 	1263996 	1248314 	1232520 	1216189 	1202470 	1175203 b	1164026 	1154497 	1145944 	1139751 	1138781 	1133798 	1128205 	1121642 	1114920 	1108089 	1102110 	1097533 b	1092316 
A,NR,F,TOTAL,DEF	1339596 	1351765 	1360929 	1373460 	1380953 	1387608 	1395204 	1402967 	1409744 	1414538 	1419877 	1426144 	1433623 	1440137 	1443464 	1446229 	1447665 	1447484 	1448435 	1446462 	1444978 	1439949 b	1439875 	1440577 	1443924 	1449413 	1459256 	1469261 	1473286 	1477255 	1480890 	1485226 	1490941 	1504568 b	1509314 
A,NR,F,TOTAL,DEF0	1339596 	1351765 	1360929 	1373460 	1380953 	1387608 	1395204 	1402967 	1409744 	1414538 	1419877 	1426144 	1433623 	1440137 	1443464 	1446229 	1447665 	1447484 	1448435 	1446462 	1444978 	1439949 b	1439875 	1440577 	1443924 	1449413 	1459256 	1469261 	1473286 	1477255 	1480890 	1485226 	1490941 	1504568 b	1509314 
A,NR,F,TOTAL,DEG	1397157 	1364943 	1340762 	1321417 	1310384 	1299842 	1289572 	1280397 	1271481 	1261507 	1252123 	1241304 	1229210 	1217829 	1206894 	1196824 	1185060 	1172089 	1160278 	1148936 	1139168 	1116007 b	1108534 	1102333 	1097153 	1093829 	1095575 	1090250 	1086201 	1082331 	1077382 	1071025 	1064927 	1073897 b	1070089 
A,NR,F,TOTAL,DEG0	1397157 	1364943 	1340762 	1321417 	1310384 	1299842 	1289572 	1280397 	1271481 	1261507 	1252123 	1241304 	1229210 	1217829 	1206894 	1196824 	1185060 	1172089 	1160278 	1148936 	1139168 	1116007 b	1108534 	1102333 	1097153 	1093829 	1095575 	1090250 	1086201 	1082331 	1077382 	1071025 	1064927 	1073897 b	1070089 
A,NR,F,TOTAL,DK	2604812 	2610078 	2617672 	2626020 	2633200 	2642394 	2658805 	2670184 	2679191 	2688156 	2695898 	2704893 	2714208 	2721084 	2727505 	2734113 	2741613 	2750422 	2763125 	2779431 	2791452 	2804046 	2813740 	2823776 	2834956 	2848701 	2869364 	2888591 	2904717 	2917008 	2925845 	2935188 	2950505 	2983655 	2997558 
A,NR,F,TOTAL,DK0	2604812 	2610078 	2617672 	2626020 	2633200 	2642394 	2658805 	2670184 	2679191 	2688156 	2695898 	2704893 	2714208 	2721084 	2727505 	2734113 	2741613 	2750422 	2763125 	2779431 	2791452 	2804046 	2813740 	2823776 	2834956 	2848701 	2869364 	2888591 	2904717 	2917008 	2925845 	2935188 	2950505 	2983655 	2997558 
A,NR,F,TOTAL,DK01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	837308 	841346 	849141 	858420 	867550 	875654 	884093 	892401 	901293 	911415 	920180 	928116 	934577 	939719 	944364 	950397 	963082 	972243 
A,NR,F,TOTAL,DK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	411546 	413149 	414024 	413606 	413353 	412359 	411393 	411478 	412814 	415508 	417634 	418938 	419682 	419992 	421008 	423071 	426649 	427926 
A,NR,F,TOTAL,DK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	597980 	600072 	602347 	602666 	602837 	602987 	602869 	603073 	603899 	606253 	608816 	610405 	611417 	611450 	611603 	613532 	618695 	619334 
A,NR,F,TOTAL,DK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	615731 	620136 	624859 	628184 	631705 	634417 	637052 	639572 	641688 	646253 	651216 	655790 	659456 	662718 	665874 	670560 	680405 	684063 
A,NR,F,TOTAL,DK05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	287857 	288422 	289060 	288576 	288601 	288323 	288369 	288432 	289007 	289935 	290745 	291468 	291876 	291966 	292339 	292945 	294824 	293992 
A,NR,F,TOTAL,EE	836061 	834200 	828123 	807998 	790952 	776811 	765837 	756506 	750075 	742978 	748170 	743650 	739210 	735200 	730800 	727140 	722770 	718660 	716390 	714420 	712490 	709960 	707079 	704007 	700900 	700166 b	699236 	698097 	698049 	699185 	699699 	699153 	698381 	718518 	723074 
A,NR,F,TOTAL,EE0	836061 	834200 	828123 	807998 	790952 	776811 	765837 	756506 	750075 	742978 	748170 	743650 	739210 	735200 	730800 	727140 	722770 	718660 	716390 	714420 	712490 	709960 	707079 	704007 	700900 	700166 b	699236 	698097 	698049 	699185 	699699 	699153 	698381 	718518 	723074 
A,NR,F,TOTAL,EE00	836061 	834200 	828123 	807998 	790952 	776811 	765837 	756506 	750075 	742978 	748170 	743650 	739210 	735200 	730800 	727140 	722770 	718660 	716390 	714420 	712490 	709960 	707079 	704007 	700900 	700166 b	699236 	698097 	698049 	699185 	699699 	699153 	698381 	718518 	723074 
A,NR,F,TOTAL,EFTA	5697035 	5751072 	5805869 	5852908 	5898542 	5937622 	5972195 	5994903 	6015765 	6044631 	6081127 	6114808 	6153649 	6196385 	6233599 	6272656 	6311254 	6353647 	6416432 	6494678 	6562506 	6628873 b	6697052 	6764913 	: 	6913491 	6978750 	7041680 	7095018 	7144052 	7194913 	7239247 	7291458 	7366735 	7472386 
A,NR,F,TOTAL,EL	5138914 	5216182 	5261868 	5293502 	5323509 	5347307 	5374260 	5397100 	5429540 	5457870 	5474106 	5505941 	5507229 	5520990 	5534293 	5551450 	5571325 	5593763 	5612990 	5638650 	5658424 	5669948 	5662522 	5637364 	5613568 	5589628 	5559538 	5546916 	5531125 	5516306 	5503077 	5482584 	5345035 b	5320643 	5303827 
A,NR,F,TOTAL,EL3	1829137 	1868751 	1892007 	1906492 	1919841 	1931577 	1944632 	1955140 	1969489 	1981616 	1988626 	2002894 	1989433 	1998564 	2006603 	2016190 	2026264 	2034901 	2042597 	2052342 	2057443 	2058480 	2051109 	2035518 	2020088 	2006264 	1988672 	1982706 	1974319 	1965014 	1958740 	1956961 	1972966 b	1969313 	1962878 
A,NR,F,TOTAL,EL30	1829137 	1868751 	1892007 	1906492 	1919841 	1931577 	1944632 	1955140 	1969489 	1981616 	1988626 	2002894 	1989433 	1998564 	2006603 	2016190 	2026264 	2034901 	2042597 	2052342 	2057443 	2058480 	2051109 	2035518 	2020088 	2006264 	1988672 	1982706 	1974319 	1965014 	1958740 	1956961 	1972966 b	1969313 	1962878 
A,NR,F,TOTAL,EL4	483283 	492326 	501796 	506785 	511742 	516547 	521437 	526361 	531244 	535238 	537890 	541965 	548282 	551136 	554026 	557585 	561292 	565616 	569903 	575350 	580554 	584844 	586962 	587820 	588867 	589533 	590013 	594116 	598505 	604010 	608358 	608754 	575706 b	573330 	573339 
A,NR,F,TOTAL,EL41	96436 	98688 	98690 	98847 	98828 	98788 	98570 	98511 	98559 	98601 	98487 	98607 	100626 	100482 	100294 	100258 	100154 	100150 	100217 	100503 	100703 	100727 	100324 	99623 	98981 	98371 	97684 	99665 	102250 	105670 	107854 	107628 	97304 b	95978 	96584 
A,NR,F,TOTAL,EL42	121259 	123934 	130133 	132624 	135222 	137715 	140346 	142907 	145172 	147421 	148733 	150896 	153012 	154312 	155640 	157040 	158517 	160265 	161964 	163920 	165755 	167334 	168008 	168287 	168751 	169024 	169242 	170605 	171789 	172993 	174224 	174601 	163008 b	162325 	161784 
A,NR,F,TOTAL,EL43	265588 	269704 	272973 	275314 	277692 	280044 	282521 	284943 	287513 	289216 	290670 	292462 	294644 	296342 	298092 	300287 	302621 	305201 	307722 	310927 	314096 	316783 	318630 	319910 	321135 	322138 	323087 	323846 	324466 	325347 	326280 	326525 	315394 b	315027 	314971 
A,NR,F,TOTAL,EL5	: 	1474591 	1481244 	1491638 	1502104 	1509359 	1518351 	1526035 	1537416 	1548169 	1554643 	1565462 	1565529 	1572634 	1578587 	1585108 	1592099 	1599164 	1604943 	1611858 	1617790 	1621212 	1620141 	1614317 	1608475 	1602172 	1594896 	1589439 	1583662 	1578266 	1572931 	1561850 	1501005 b	1492762 	1488276 
A,NR,F,TOTAL,EL51	: 	286163 	286760 	287154 	287757 	288590 	289834 	290285 	291486 	292447 	292750 	293689 	296394 	297797 	298972 	300285 	301631 	303330 	304830 	306680 	308312 	309243 	309297 	308414 	307419 	306484 	305401 	304170 	302943 	301741 	300693 	298594 	285675 b	283543 	282919 
A,NR,F,TOTAL,EL52	: 	876381 	881606 	890937 	900293 	907007 	914447 	921773 	931505 	940777 	947520 	957016 	951176 	957098 	962225 	967399 	972891 	977670 	981629 	986244 	990108 	992316 	992226 	989211 	986177 	982560 	978382 	976118 	973240 	970745 	968100 	961543 	926011 b	922260 	919193 
A,NR,F,TOTAL,EL53	: 	145295 	145729 	145709 	145692 	145362 	145088 	144528 	144063 	143448 	142439 	141776 	143722 	143805 	143716 	143761 	143732 	143878 	143826 	143879 	143810 	143682 	142994 	141915 	140850 	139904 	138877 	137825 	136776 	135718 	134580 	133298 	127433 b	125636 	124180 
A,NR,F,TOTAL,EL54	: 	166752 	167149 	167838 	168362 	168400 	168982 	169449 	170362 	171497 	171934 	172981 	174237 	173934 	173674 	173663 	173845 	174286 	174658 	175055 	175560 	175971 	175624 	174777 	174029 	173224 	172236 	171326 	170703 	170062 	169558 	168415 	161886 b	161323 	161984 
A,NR,F,TOTAL,EL6	: 	1380514 	1386821 	1388587 	1389822 	1389824 	1389840 	1389564 	1391391 	1392847 	1392947 	1395620 	1403985 	1398656 	1395077 	1392567 	1391670 	1394082 	1395547 	1399100 	1402637 	1405412 	1404310 	1399709 	1396138 	1391659 	1385957 	1380655 	1374639 	1369016 	1363048 	1355019 	1295358 b	1285238 	1279334 
A,NR,F,TOTAL,EL61	: 	370590 	372000 	372847 	373296 	373676 	374051 	374084 	374460 	374603 	374218 	374284 	376875 	376361 	376224 	375929 	376236 	377176 	377662 	378617 	379377 	379784 	379299 	377829 	376380 	374795 	373033 	371254 	369426 	367659 	365821 	363194 	348537 b	345862 	344030 
A,NR,F,TOTAL,EL62	: 	96632 	98165 	98541 	98982 	99192 	99753 	100174 	100983 	101599 	101819 	102279 	103808 	103693 	103635 	103714 	103934 	104292 	104609 	105084 	105381 	105763 	105865 	105667 	105531 	105336 	104911 	104544 	104088 	103773 	103374 	103021 	103213 b	102370 	101606 
A,NR,F,TOTAL,EL63	: 	350853 	352093 	352503 	352897 	352887 	352554 	352325 	352318 	351902 	351253 	351120 	350586 	349686 	348833 	348356 	347895 	347788 	347419 	347496 	347456 	347123 	346068 	343935 	342182 	340418 	338275 	336112 	333829 	331629 	329548 	327253 	322111 b	319648 	317878 
A,NR,F,TOTAL,EL64	: 	276049 	276644 	276532 	276291 	275835 	275371 	274660 	275261 	275663 	275916 	276968 	277937 	275916 	274576 	273674 	273221 	273945 	274518 	275715 	277307 	278846 	279214 	279060 	279251 	278941 	278534 	278389 	278114 	277817 	277263 	275973 	253192 b	251307 	251145 
A,NR,F,TOTAL,EL65	: 	286390 	287919 	288164 	288356 	288234 	288111 	288321 	288369 	289080 	289741 	290969 	294779 	293000 	291809 	290894 	290384 	290881 	291339 	292188 	293116 	293896 	293864 	293218 	292794 	292169 	291204 	290356 	289182 	288138 	287042 	285578 	268305 b	266051 	264675 
